Income Bucket,Year-1,GII,Year,Date,Country,Code,Country-1
L,2005,0.579,2005,1/1/05,Haiti,HTI,Haiti
LM,2005,0.515,2005,1/1/05,Honduras,HND,Honduras
UM,2005,0.26,2005,1/1/05,Hungary,HUN,Hungary
H,2005,0.125,2005,1/1/05,Iceland,ISL,Iceland
L,2005,0.619,2005,1/1/05,India,IND,India
LM,2005,0.533,2005,1/1/05,Indonesia,IDN,Indonesia
LM,2005,null,2005,1/1/05,Iraq,IRQ,Iraq
H,2005,0.192,2005,1/1/05,Ireland,IRL,Ireland
H,2005,0.173,2005,1/1/05,Israel,ISR,Israel
H,2005,0.175,2005,1/1/05,Italy,ITA,Italy
LM,2005,0.466,2005,1/1/05,Jamaica,JAM,Jamaica
H,2005,0.148,2005,1/1/05,Japan,JPN,Japan
LM,2005,0.557,2005,1/1/05,Jordan,JOR,Jordan
LM,2005,0.36,2005,1/1/05,Kazakhstan,KAZ,Kazakhstan
L,2005,0.654,2005,1/1/05,Kenya,KEN,Kenya
H,2005,0.374,2005,1/1/05,Kuwait,KWT,Kuwait
UM,2005,0.217,2005,1/1/05,Latvia,LVA,Latvia
UM,2005,null,2005,1/1/05,Lebanon,LBN,Lebanon
LM,2005,0.585,2005,1/1/05,Lesotho,LSO,Lesotho
L,2005,0.676,2005,1/1/05,Liberia,LBR,Liberia
UM,2005,0.268,2005,1/1/05,Libya,LBY,Libya
UM,2005,0.185,2005,1/1/05,Lithuania,LTU,Lithuania
H,2005,0.156,2005,1/1/05,Luxembourg,LUX,Luxembourg
L,2005,0.655,2005,1/1/05,Malawi,MWI,Malawi
UM,2005,0.324,2005,1/1/05,Malaysia,MYS,Malaysia
LM,2005,0.42,2005,1/1/05,Maldives,MDV,Maldives
L,2005,0.723,2005,1/1/05,Mali,MLI,Mali
H,2005,0.309,2005,1/1/05,Malta,MLT,Malta
L,2005,null,2005,1/1/05,Mauritania,MRT,Mauritania
UM,2005,0.369,2005,1/1/05,Mauritius,MUS,Mauritius
UM,2005,0.431,2005,1/1/05,Mexico,MEX,Mexico
LM,2005,0.292,2005,1/1/05,Moldova,MDA,Moldova
L,2005,0.41,2005,1/1/05,Mongolia,MNG,Mongolia
..,2005,null,2005,1/1/05,Montenegro,MNE,Montenegro
LM,2005,0.58,2005,1/1/05,Morocco,MAR,Morocco
L,2005,0.638,2005,1/1/05,Mozambique,MOZ,Mozambique
L,2005,null,2005,1/1/05,Myanmar,MMR,Myanmar
LM,2005,0.525,2005,1/1/05,Namibia,NAM,Namibia
L,2005,0.653,2005,1/1/05,Nepal,NPL,Nepal
H,2005,0.082,2005,1/1/05,Netherlands,NLD,Netherlands
LM,2005,0.541,2005,1/1/05,Nicaragua,NIC,Nicaragua
L,2005,0.73,2005,1/1/05,Niger,NER,Niger
H,2005,0.085,2005,1/1/05,Norway,NOR,Norway
UM,2005,0.387,2005,1/1/05,Oman,OMN,Oman
L,2005,0.595,2005,1/1/05,Pakistan,PAK,Pakistan
UM,2005,0.472,2005,1/1/05,Panama,PAN,Panama
L,2005,0.682,2005,1/1/05,Papua New Guinea,PNG,Papua New Guinea
LM,2005,0.537,2005,1/1/05,Paraguay,PRY,Paraguay
LM,2005,0.456,2005,1/1/05,Peru,PER,Peru
LM,2005,0.467,2005,1/1/05,Philippines,PHL,Philippines
UM,2005,0.164,2005,1/1/05,Poland,POL,Poland
H,2005,0.182,2005,1/1/05,Portugal,PRT,Portugal
H,2005,null,2005,1/1/05,Qatar,QAT,Qatar
UM,2005,0.355,2005,1/1/05,Romania,ROU,Romania
UM,2005,0.359,2005,1/1/05,Russian Federation,RUS,Russian Federation
L,2005,0.484,2005,1/1/05,Rwanda,RWA,Rwanda
LM,2005,0.493,2005,1/1/05,Samoa,WSM,Samoa
H,2005,0.672,2005,1/1/05,Saudi Arabia,SAU,Saudi Arabia
L,2005,0.629,2005,1/1/05,Senegal,SEN,Senegal
..,2005,null,2005,1/1/05,Serbia,SRB,Serbia
L,2005,0.669,2005,1/1/05,Sierra Leone,SLE,Sierra Leone
H,2005,0.167,2005,1/1/05,Singapore,SGP,Singapore
H,2005,0.139,2005,1/1/05,Slovenia,SVN,Slovenia
UM,2005,0.426,2005,1/1/05,South Africa,ZAF,South Africa
H,2005,0.118,2005,1/1/05,Spain,ESP,Spain
L,2005,0.665,2005,1/1/05,Sudan,SDN,Sudan
LM,2005,0.492,2005,1/1/05,Suriname,SUR,Suriname
LM,2005,0.619,2005,1/1/05,Swaziland,SWZ,Swaziland
H,2005,0.053,2005,1/1/05,Sweden,SWE,Sweden
H,2005,0.073,2005,1/1/05,Switzerland,CHE,Switzerland
LM,2005,0.54,2005,1/1/05,Syrian Arab Republic,SYR,Syrian Arab Republic
L,2005,0.345,2005,1/1/05,Tajikistan,TJK,Tajikistan
L,2005,0.592,2005,1/1/05,Tanzania,TZA,Tanzania
LM,2005,0.348,2005,1/1/05,Thailand,THA,Thailand
L,2005,0.633,2005,1/1/05,Togo,TGO,Togo
LM,2005,0.476,2005,1/1/05,Tonga,TON,Tonga
UM,2005,0.353,2005,1/1/05,Trinidad and Tobago,TTO,Trinidad and Tobago
LM,2005,0.336,2005,1/1/05,Tunisia,TUN,Tunisia
UM,2005,0.564,2005,1/1/05,Turkey,TUR,Turkey
LM,2005,null,2005,1/1/05,Turkmenistan,TKM,Turkmenistan
L,2005,0.592,2005,1/1/05,Uganda,UGA,Uganda
LM,2005,0.37,2005,1/1/05,Ukraine,UKR,Ukraine
H,2005,0.591,2005,1/1/05,United Arab Emirates,ARE,United Arab Emirates
H,2005,0.206,2005,1/1/05,United Kingdom,GBR,United Kingdom
H,2005,0.264,2005,1/1/05,United States,USA,United States
UM,2005,0.373,2005,1/1/05,Uruguay,URY,Uruguay
L,2005,null,2005,1/1/05,Uzbekistan,UZB,Uzbekistan
L,2005,0.317,2005,1/1/05,VietNam,VNM,Vietnam
L,2005,0.593,2005,1/1/05,Zambia,ZMB,Zambia
L,2005,0.589,2005,1/1/05,Zimbabwe,ZWE,Zimbabwe
L,2010,0.724,2010,1/1/10,Afghanistan,AFG,Afghanistan
UM,2010,0.273,2010,1/1/10,Albania,ALB,Albania
UM,2010,0.523,2010,1/1/10,Algeria,DZA,Algeria
UM,2010,0.37,2010,1/1/10,Argentina,ARG,Argentina
LM,2010,0.344,2010,1/1/10,Armenia,ARM,Armenia
H,2010,0.138,2010,1/1/10,Australia,AUS,Australia
H,2010,0.111,2010,1/1/10,Austria,AUT,Austria
UM,2010,0.317,2010,1/1/10,Azerbaijan,AZE,Azerbaijan
H,2010,0.383,2010,1/1/10,Bahamas,BHS,Bahamas
H,2010,0.241,2010,1/1/10,Bahrain,BHR,Bahrain
L,2010,0.559,2010,1/1/10,Bangladesh,BGD,Bangladesh
H,2010,0.321,2010,1/1/10,Barbados,BRB,Barbados
UM,2010,0.151,2010,1/1/10,Belarus,BLR,Belarus
H,2010,0.093,2010,1/1/10,Belgium,BEL,Belgium
LM,2010,0.423,2010,1/1/10,Belize,BLZ,Belize
L,2010,0.621,2010,1/1/10,Benin,BEN,Benin
LM,2010,null,2010,1/1/10,Bhutan,BTN,Bhutan
LM,2010,0.503,2010,1/1/10,Bolivia,BOL,Bolivia
UM,2010,0.239,2010,1/1/10,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina
UM,2010,0.496,2010,1/1/10,Botswana,BWA,Botswana
UM,2010,0.454,2010,1/1/10,Brazil,BRA,Brazil
UM,2010,0.232,2010,1/1/10,Bulgaria,BGR,Bulgaria
L,2010,0.502,2010,1/1/10,Burundi,BDI,Burundi
L,2010,0.492,2010,1/1/10,Cambodia,KHM,Cambodia
LM,2010,0.623,2010,1/1/10,Cameroon,CMR,Cameroon
H,2010,0.127,2010,1/1/10,Canada,CAN,Canada
L,2010,0.674,2010,1/1/10,Central African Republic,CAF,Central African Republic
L,2010,null,2010,1/1/10,Chad,TCD,Chad
UM,2010,0.359,2010,1/1/10,Chile,CHL,Chile
UM,2010,0.197,2010,1/1/10,China,CHN,China
UM,2010,0.437,2010,1/1/10,Colombia,COL,Colombia
LM,2010,0.683,2010,1/1/10,Côte d'Ivoire,CIV,Côte d'Ivoire
H,2010,0.146,2010,1/1/10,Croatia,HRV,Croatia
UM,2010,0.328,2010,1/1/10,Cuba,CUB,Cuba
H,2010,0.134,2010,1/1/10,Cyprus,CYP,Cyprus
H,2010,0.135,2010,1/1/10,Czech Republic,CZE,Czech Republic
H,2010,0.056,2010,1/1/10,Denmark,DNK,Denmark
UM,2010,0.467,2010,1/1/10,Dominican Republic,DOM,Dominican Republic
UM,2010,0.421,2010,1/1/10,Ecuador,ECU,Ecuador
H,2010,0.168,2010,1/1/10,Estonia,EST,Estonia
L,2010,0.576,2010,1/1/10,Ethiopia,ETH,Ethiopia
LM,2010,null,2010,1/1/10,Fiji,FJI,Fiji
H,2010,0.077,2010,1/1/10,Finland,FIN,Finland
H,2010,0.125,2010,1/1/10,France,FRA,France
UM,2010,0.558,2010,1/1/10,Gabon,GAB,Gabon
LM,2010,0.42,2010,1/1/10,Georgia,GEO,Georgia
H,2010,0.097,2010,1/1/10,Germany,DEU,Germany
LM,2010,0.57,2010,1/1/10,Ghana,GHA,Ghana
H,2010,0.159,2010,1/1/10,Greece,GRC,Greece
LM,2010,0.54,2010,1/1/10,Guatemala,GTM,Guatemala
LM,2010,0.522,2010,1/1/10,Guyana,GUY,Guyana
L,2010,null,2010,1/1/10,Haiti,HTI,Haiti
LM,2010,0.513,2010,1/1/10,Honduras,HND,Honduras
H,2010,0.255,2010,1/1/10,Hungary,HUN,Hungary
H,2010,0.099,2010,1/1/10,Iceland,ISL,Iceland
LM,2010,0.591,2010,1/1/10,India,IND,India
LM,2010,0.486,2010,1/1/10,Indonesia,IDN,Indonesia
LM,2010,0.536,2010,1/1/10,Iraq,IRQ,Iraq
H,2010,0.171,2010,1/1/10,Ireland,IRL,Ireland
H,2010,0.149,2010,1/1/10,Israel,ISR,Israel
H,2010,0.124,2010,1/1/10,Italy,ITA,Italy
UM,2010,0.455,2010,1/1/10,Jamaica,JAM,Jamaica
H,2010,0.12,2010,1/1/10,Japan,JPN,Japan
UM,2010,0.488,2010,1/1/10,Jordan,JOR,Jordan
UM,2010,0.267,2010,1/1/10,Kazakhstan,KAZ,Kazakhstan
L,2010,0.616,2010,1/1/10,Kenya,KEN,Kenya
H,2010,0.236,2010,1/1/10,Kuwait,KWT,Kuwait
UM,2010,0.208,2010,1/1/10,Latvia,LVA,Latvia
UM,2010,0.404,2010,1/1/10,Lebanon,LBN,Lebanon
LM,2010,0.569,2010,1/1/10,Lesotho,LSO,Lesotho
L,2010,0.661,2010,1/1/10,Liberia,LBR,Liberia
UM,2010,0.215,2010,1/1/10,Libya,LBY,Libya
UM,2010,0.168,2010,1/1/10,Lithuania,LTU,Lithuania
H,2010,0.132,2010,1/1/10,Luxembourg,LUX,Luxembourg
L,2010,0.616,2010,1/1/10,Malawi,MWI,Malawi
UM,2010,0.308,2010,1/1/10,Malaysia,MYS,Malaysia
UM,2010,0.383,2010,1/1/10,Maldives,MDV,Maldives
L,2010,0.677,2010,1/1/10,Mali,MLI,Mali
H,2010,0.277,2010,1/1/10,Malta,MLT,Malta
LM,2010,0.656,2010,1/1/10,Mauritania,MRT,Mauritania
UM,2010,0.382,2010,1/1/10,Mauritius,MUS,Mauritius
UM,2010,0.401,2010,1/1/10,Mexico,MEX,Mexico
LM,2010,0.286,2010,1/1/10,Moldova,MDA,Moldova
LM,2010,0.406,2010,1/1/10,Mongolia,MNG,Mongolia
UM,2010,0.218,2010,1/1/10,Montenegro,MNE,Montenegro
LM,2010,0.563,2010,1/1/10,Morocco,MAR,Morocco
L,2010,0.617,2010,1/1/10,Mozambique,MOZ,Mozambique
L,2010,0.459,2010,1/1/10,Myanmar,MMR,Myanmar
UM,2010,0.512,2010,1/1/10,Namibia,NAM,Namibia
L,2010,0.537,2010,1/1/10,Nepal,NPL,Nepal
H,2010,0.054,2010,1/1/10,Netherlands,NLD,Netherlands
LM,2010,0.52,2010,1/1/10,Nicaragua,NIC,Nicaragua
L,2010,null,2010,1/1/10,Niger,NER,Niger
H,2010,0.075,2010,1/1/10,Norway,NOR,Norway
H,2010,0.323,2010,1/1/10,Oman,OMN,Oman
LM,2010,0.57,2010,1/1/10,Pakistan,PAK,Pakistan
UM,2010,0.515,2010,1/1/10,Panama,PAN,Panama
LM,2010,0.667,2010,1/1/10,Papua New Guinea,PNG,Papua New Guinea
LM,2010,0.501,2010,1/1/10,Paraguay,PRY,Paraguay
UM,2010,0.406,2010,1/1/10,Peru,PER,Peru
LM,2010,0.449,2010,1/1/10,Philippines,PHL,Philippines
H,2010,0.17,2010,1/1/10,Poland,POL,Poland
H,2010,0.141,2010,1/1/10,Portugal,PRT,Portugal
H,2010,0.579,2010,1/1/10,Qatar,QAT,Qatar
UM,2010,0.358,2010,1/1/10,Romania,ROU,Romania
UM,2010,0.315,2010,1/1/10,Russian Federation,RUS,Russian Federation
L,2010,0.444,2010,1/1/10,Rwanda,RWA,Rwanda
LM,2010,0.456,2010,1/1/10,Samoa,WSM,Samoa
H,2010,0.633,2010,1/1/10,Saudi Arabia,SAU,Saudi Arabia
LM,2010,0.575,2010,1/1/10,Senegal,SEN,Senegal
UM,2010,0.22,2010,1/1/10,Serbia,SRB,Serbia
L,2010,0.665,2010,1/1/10,Sierra Leone,SLE,Sierra Leone
H,2010,0.099,2010,1/1/10,Singapore,SGP,Singapore
H,2010,0.124,2010,1/1/10,Slovenia,SVN,Slovenia
UM,2010,0.423,2010,1/1/10,South Africa,ZAF,South Africa
H,2010,0.113,2010,1/1/10,Spain,ESP,Spain
LM,2010,0.622,2010,1/1/10,Sudan,SDN,Sudan
UM,2010,0.514,2010,1/1/10,Suriname,SUR,Suriname
LM,2010,0.572,2010,1/1/10,Swaziland,SWZ,Swaziland
H,2010,0.051,2010,1/1/10,Sweden,SWE,Sweden
H,2010,0.062,2010,1/1/10,Switzerland,CHE,Switzerland
LM,2010,0.539,2010,1/1/10,Syrian Arab Republic,SYR,Syrian Arab Republic
L,2010,0.33,2010,1/1/10,Tajikistan,TJK,Tajikistan
L,2010,null,2010,1/1/10,Tanzania,TZA,Tanzania
UM,2010,0.319,2010,1/1/10,Thailand,THA,Thailand
L,2010,0.598,2010,1/1/10,Togo,TGO,Togo
LM,2010,0.673,2010,1/1/10,Tonga,TON,Tonga
H,2010,0.353,2010,1/1/10,Trinidad and Tobago,TTO,Trinidad and Tobago
UM,2010,0.309,2010,1/1/10,Tunisia,TUN,Tunisia
UM,2010,0.426,2010,1/1/10,Turkey,TUR,Turkey
LM,2010,null,2010,1/1/10,Turkmenistan,TKM,Turkmenistan
L,2010,0.564,2010,1/1/10,Uganda,UGA,Uganda
LM,2010,0.334,2010,1/1/10,Ukraine,UKR,Ukraine
H,2010,0.231,2010,1/1/10,United Arab Emirates,ARE,United Arab Emirates
H,2010,0.184,2010,1/1/10,United Kingdom,GBR,United Kingdom
H,2010,0.254,2010,1/1/10,United States,USA,United States
UM,2010,0.327,2010,1/1/10,Uruguay,URY,Uruguay
LM,2010,null,2010,1/1/10,Uzbekistan,UZB,Uzbekistan
LM,2010,0.324,2010,1/1/10,VietNam,VNM,Vietnam
LM,2010,0.553,2010,1/1/10,Zambia,ZMB,Zambia
L,2010,0.581,2010,1/1/10,Zimbabwe,ZWE,Zimbabwe
L,2011,0.713,2011,1/1/11,Afghanistan,AFG,Afghanistan
LM,2011,0.279,2011,1/1/11,Albania,ALB,Albania
UM,2011,0.514,2011,1/1/11,Algeria,DZA,Algeria
UM,2011,0.367,2011,1/1/11,Argentina,ARG,Argentina
LM,2011,0.338,2011,1/1/11,Armenia,ARM,Armenia
H,2011,0.133,2011,1/1/11,Australia,AUS,Australia
H,2011,0.105,2011,1/1/11,Austria,AUT,Austria
UM,2011,0.319,2011,1/1/11,Azerbaijan,AZE,Azerbaijan
H,2011,0.381,2011,1/1/11,Bahamas,BHS,Bahamas
H,2011,0.225,2011,1/1/11,Bahrain,BHR,Bahrain
L,2011,0.549,2011,1/1/11,Bangladesh,BGD,Bangladesh
H,2011,0.313,2011,1/1/11,Barbados,BRB,Barbados
UM,2011,0.148,2011,1/1/11,Belarus,BLR,Belarus
H,2011,0.09,2011,1/1/11,Belgium,BEL,Belgium
LM,2011,0.411,2011,1/1/11,Belize,BLZ,Belize
L,2011,0.627,2011,1/1/11,Benin,BEN,Benin
LM,2011,null,2011,1/1/11,Bhutan,BTN,Bhutan
LM,2011,0.498,2011,1/1/11,Bolivia,BOL,Bolivia
UM,2011,0.21,2011,1/1/11,Bosnia and Herzegovina,BIH,Bosnia and Herzegovina
UM,2011,0.486,2011,1/1/11,Botswana,BWA,Botswana
UM,2011,0.448,2011,1/1/11,Brazil,BRA,Brazil
UM,2011,0.229,2011,1/1/11,Bulgaria,BGR,Bulgaria
L,2011,0.499,2011,1/1/11,Burundi,BDI,Burundi
L,2011,0.488,2011,1/1/11,Cambodia,KHM,Cambodia
LM,2011,0.618,2011,1/1/11,Cameroon,CMR,Cameroon
H,2011,0.118,2011,1/1/11,Canada,CAN,Canada
L,2011,0.659,2011,1/1/11,Central African Republic,CAF,Central African Republic
L,2011,null,2011,1/1/11,Chad,TCD,Chad
UM,2011,0.352,2011,1/1/11,Chile,CHL,Chile
UM,2011,0.191,2011,1/1/11,China,CHN,China
UM,2011,0.431,2011,1/1/11,Colombia,COL,Colombia
LM,2011,0.673,2011,1/1/11,Côte d'Ivoire,CIV,Côte d'Ivoire
H,2011,0.142,2011,1/1/11,Croatia,HRV,Croatia
UM,2011,0.322,2011,1/1/11,Cuba,CUB,Cuba
H,2011,0.14,2011,1/1/11,Cyprus,CYP,Cyprus
H,2011,0.132,2011,1/1/11,Czech Republic,CZE,Czech Republic
H,2011,0.051,2011,1/1/11,Denmark,DNK,Denmark
UM,2011,0.493,2011,1/1/11,Dominican Republic,DOM,Dominican Republic
UM,2011,0.424,2011,1/1/11,Ecuador,ECU,Ecuador
H,2011,0.171,2011,1/1/11,Estonia,EST,Estonia
L,2011,0.568,2011,1/1/11,Ethiopia,ETH,Ethiopia
LM,2011,null,2011,1/1/11,Fiji,FJI,Fiji
H,2011,0.072,2011,1/1/11,Finland,FIN,Finland
H,2011,0.123,2011,1/1/11,France,FRA,France
UM,2011,0.556,2011,1/1/11,Gabon,GAB,Gabon
LM,2011,0.416,2011,1/1/11,Georgia,GEO,Georgia
H,2011,0.092,2011,1/1/11,Germany,DEU,Germany
LM,2011,0.567,2011,1/1/11,Ghana,GHA,Ghana
H,2011,0.148,2011,1/1/11,Greece,GRC,Greece
LM,2011,0.531,2011,1/1/11,Guatemala,GTM,Guatemala
LM,2011,0.518,2011,1/1/11,Guyana,GUY,Guyana
L,2011,0.597,2011,1/1/11,Haiti,HTI,Haiti
LM,2011,0.504,2011,1/1/11,Honduras,HND,Honduras
H,2011,0.261,2011,1/1/11,Hungary,HUN,Hungary
H,2011,0.095,2011,1/1/11,Iceland,ISL,Iceland
LM,2011,0.582,2011,1/1/11,India,IND,India
LM,2011,0.481,2011,1/1/11,Indonesia,IDN,Indonesia
LM,2011,0.534,2011,1/1/11,Iraq,IRQ,Iraq
H,2011,0.155,2011,1/1/11,Ireland,IRL,Ireland
H,2011,0.141,2011,1/1/11,Israel,ISR,Israel
H,2011,0.12,2011,1/1/11,Italy,ITA,Italy
UM,2011,0.443,2011,1/1/11,Jamaica,JAM,Jamaica
H,2011,0.119,2011,1/1/11,Japan,JPN,Japan
UM,2011,0.489,2011,1/1/11,Jordan,JOR,Jordan
UM,2011,0.254,2011,1/1/11,Kazakhstan,KAZ,Kazakhstan
L,2011,0.613,2011,1/1/11,Kenya,KEN,Kenya
H,2011,0.234,2011,1/1/11,Kuwait,KWT,Kuwait
UM,2011,0.204,2011,1/1/11,Latvia,LVA,Latvia
UM,2011,0.398,2011,1/1/11,Lebanon,LBN,Lebanon
LM,2011,0.563,2011,1/1/11,Lesotho,LSO,Lesotho
L,2011,0.668,2011,1/1/11,Liberia,LBR,Liberia
UM,2011,null,2011,1/1/11,Libya,LBY,Libya
UM,2011,0.169,2011,1/1/11,Lithuania,LTU,Lithuania
H,2011,0.112,2011,1/1/11,Luxembourg,LUX,Luxembourg
L,2011,0.609,2011,1/1/11,Malawi,MWI,Malawi
UM,2011,0.31,2011,1/1/11,Malaysia,MYS,Malaysia
UM,2011,0.369,2011,1/1/11,Maldives,MDV,Maldives
L,2011,0.681,2011,1/1/11,Mali,MLI,Mali
H,2011,0.274,2011,1/1/11,Malta,MLT,Malta
L,2011,0.652,2011,1/1/11,Mauritania,MRT,Mauritania
UM,2011,0.37,2011,1/1/11,Mauritius,MUS,Mauritius
UM,2011,0.393,2011,1/1/11,Mexico,MEX,Mexico
LM,2011,0.257,2011,1/1/11,Moldova,MDA,Moldova
LM,2011,0.397,2011,1/1/11,Mongolia,MNG,Mongolia
UM,2011,0.203,2011,1/1/11,Montenegro,MNE,Montenegro
LM,2011,0.53,2011,1/1/11,Morocco,MAR,Morocco
L,2011,0.607,2011,1/1/11,Mozambique,MOZ,Mozambique
L,2011,0.476,2011,1/1/11,Myanmar,MMR,Myanmar
UM,2011,0.51,2011,1/1/11,Namibia,NAM,Namibia
L,2011,0.528,2011,1/1/11,Nepal,NPL,Nepal
H,2011,0.05,2011,1/1/11,Netherlands,NLD,Netherlands
LM,2011,0.477,2011,1/1/11,Nicaragua,NIC,Nicaragua
L,2011,0.712,2011,1/1/11,Niger,NER,Niger
H,2011,0.071,2011,1/1/11,Norway,NOR,Norway
H,2011,0.311,2011,1/1/11,Oman,OMN,Oman
LM,2011,0.569,2011,1/1/11,Pakistan,PAK,Pakistan
UM,2011,0.517,2011,1/1/11,Panama,PAN,Panama
LM,2011,0.662,2011,1/1/11,Papua New Guinea,PNG,Papua New Guinea
LM,2011,0.499,2011,1/1/11,Paraguay,PRY,Paraguay
UM,2011,0.412,2011,1/1/11,Peru,PER,Peru
LM,2011,null,2011,1/1/11,Philippines,PHL,Philippines
H,2011,0.155,2011,1/1/11,Poland,POL,Poland
H,2011,0.128,2011,1/1/11,Portugal,PRT,Portugal
H,2011,0.554,2011,1/1/11,Qatar,QAT,Qatar
